-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,-1,-1,-1,-1
-1,-1,-1,590,1416,1329,1329,1329,1330,590,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,821,821,821,821,821,821,-1,-1,-1,-1
-1,-1,-1,590,1406,590,590,590,590,590,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,821,821,821,821,821,821,-1,-1,-1,-1
-1,-1,-1,590,1497,278,278,278,278,278,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,821,821,821,821,821,821,220,-1,-1,-1
-1,-1,-1,590,433,434,434,434,434,434,353,353,353,-1073741137,-1073741137,-1073741137,-1073741137,-1073741137,353,353,353,353,-1073741137,-1073741137,-1073741137,-1073741137,-1073741137,353,353,353,821,821,821,821,821,821,824,-1,-1,-1
-1,-1,-1,590,590,590,590,590,590,590,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,821,821,821,821,821,821,379,-1,-1,-1
-1,-1,-1,590,590,590,590,590,590,590,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1203,1203,1203,1203,1203,1203,-1,-1,-1,-1
-1,-1,-1,590,590,590,590,590,590,590,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1203,1203,1203,1203,1203,1203,-1,-1,-1,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1203,1203,1203,1203,1203,1203,1203,-1,-1,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,1203,-1073741137,-1073741137,-1073741137,1203,1203,1203,1203,1203,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,1203,1203,1203,587,587,590,590,-1,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,667,668,668,952,590,590,-1,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,667,668,668,-1,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,-1,1203,1203,1203,353,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,975,975,975,975,975,975,-1,-1
-1,1203,1203,1203,1203,1203,1442,353,353,353,353,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,898,899,899,899,899,899,-1,-1
-1,-1,590,590,590,590,950,668,668,669,356,353,353,587,587,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,590,590,590,590,591,356,356,356,356,353,353,587,587,587,587,587,587,587,587,587,587,587,587,353,353,353,353,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,590,590,590,590,591,356,353,353,353,353,353,821,821,821,821,821,821,821,821,821,821,821,821,353,353,353,353,353,353,353,353,353,353,353,353,353,-1,-1
-1,-1,-1,1687,590,590,591,356,353,353,353,353,353,821,821,821,821,821,821,821,821,821,821,821,821,353,353,353,353,353,353,353,353,353,353,353,-1,-1,-1,-1
-1,-1,-1,-1,590,590,591,356,353,353,353,353,353,821,821,821,821,821,821,821,821,821,821,821,821,353,353,353,353,353,353,353,353,353,353,353,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1203,-1,-1,-1
